@relation R_data_frame-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute Class {1,2}

@data
0.1,0.3,0.6,0.4,0.4,0.8,0.5,0.6,1.4,1.7,1.7,1.3,1.2,0.9,2.8,2.7,3.8,3.8,2.7,2.2,1.8,1.6,1.0,0.8,3.8,1.5,8.7,8.2,7.4,6.9,6.6,6.8,7.0,8.0,11.7,14.8,17.1,18.8,19.7,20.3,20.9,21.1,20.3,18.9,17.2,15.8,15.2,14.8,14.1,13.1,21.1,13.9,7.2,0.42,-0.94,-2.21,1546.0,0.95,0.17,10.62,-2.91,3121.0,-15.7,0.05,19.47,-4.88,5740.0,-3.9,34.3,10225.0,-15.0,0.0,2.0
3.1,3.4,2.5,2.5,3.2,3.1,3.2,3.4,3.8,4.1,4.1,0.7,3.2,1.5,2.3,2.7,2.0,1.7,2.9,3.6,2.1,1.7,1.3,1.3,4.1,2.6,24.5,24.4,24.3,24.4,24.4,24.3,24.4,24.6,25.0,25.8,26.4,26.1,18.8,18.7,18.4,18.9,19.1,19.2,19.1,19.8,19.7,19.4,19.1,19.2,26.4,22.0,16.4,0.88,2.33,9.68,1528.5,8.0,0.53,4.77,5.08,3158.0,-9.7,0.47,9.23,1.9,5840.0,31.45,50.15,10130.0,-5.0,4.57,1.0
0.7,0.7,0.1,0.1,0.2,0.4,0.4,0.4,0.8,1.1,0.8,0.6,0.5,1.5,1.7,2.3,3.0,2.6,2.3,2.1,1.6,1.5,1.1,1.2,3.0,1.2,22.9,22.6,22.2,21.7,21.3,21.2,22.6,25.1,27.1,28.1,29.4,30.1,30.8,31.5,31.6,31.3,30.2,29.7,29.3,28.3,27.3,26.6,25.9,25.3,31.6,26.8,16.0,0.84,-3.16,0.89,1561.0,7.4,0.49,-5.34,3.49,3185.5,-8.2,0.05,-2.25,-3.93,5880.0,26.65,45.75,10165.0,-15.0,0.0,2.0
1.640179,1.586351,1.54558,1.526405,1.522624,1.542417,1.637896,2.047127,2.539037,2.847708,2.969768,3.016414,3.044148,3.106679,3.177738,3.231005,3.1928,2.934562,2.561343,2.285638,2.089554,1.938376,1.803805,1.708538,4.172092,2.314949,18.649275,18.34785,18.060886,17.821319,17.611319,17.475542,17.589366,18.417822,19.778799,21.216943,22.462532,23.393553,24.025245,24.433077,24.705081,24.720153,24.397532,23.6321,22.509702,21.425661,20.615352,20.031588,19.502647,19.06226,25.578338,20.840483,20.0,0.49,0.4,3.01,1577.0,9.5,0.3,-0.96,2.07,3219.5,-7.6,0.25,-2.37,-1.99,5920.0,20.1,43.7,10170.0,10.0,0.0,1.0
0.6,0.8,1.0,1.2,0.9,0.8,1.9,3.2,3.4,2.5,1.1,0.6,1.4,1.3,1.8,1.2,1.0,1.2,1.7,3.0,2.5,2.2,1.9,1.3,3.4,1.6,27.1,26.8,26.5,26.2,25.6,25.2,25.7,27.2,28.5,29.6,30.6,31.4,32.4,32.9,33.3,33.3,33.2,33.6,32.2,30.2,29.4,28.7,28.1,27.3,33.6,29.4,19.2,0.85,-0.67,-0.74,1543.5,11.1,0.36,-5.1,-0.58,3190.0,-6.1,0.1,-1.07,-5.03,5900.0,27.35,47.95,10125.0,0.0,0.0,2.0
1.640179,1.586351,1.54558,1.526405,1.522624,1.542417,1.637896,2.047127,2.539037,2.847708,2.969768,3.016414,3.044148,3.106679,3.177738,3.231005,3.1928,2.934562,2.561343,2.285638,2.089554,1.938376,1.803805,1.708538,4.172092,2.314949,10.0,8.8,8.1,7.6,7.1,6.7,6.4,6.3,9.2,14.2,17.4,18.9,19.3,19.9,20.6,20.9,20.8,19.9,17.4,16.3,15.4,14.0,13.2,12.2,20.9,13.8,8.3,0.17,5.88,-0.51,1522.0,2.0,0.18,8.35,-1.37,3104.5,-15.1,0.28,13.6,-3.26,5735.0,-12.3,22.8,10200.0,-30.0,0.0,1.0
0.6,0.8,0.4,0.2,0.1,0.4,0.8,0.7,3.0,2.5,2.1,2.1,2.7,3.0,3.1,3.1,4.0,4.6,3.9,3.7,2.9,2.0,1.7,1.5,4.6,2.1,22.3,21.4,21.4,20.8,21.0,21.4,22.1,23.2,25.6,27.3,28.8,30.0,31.2,31.8,32.5,32.9,31.8,30.0,28.1,26.3,25.2,24.3,23.8,23.4,32.9,26.1,21.0,0.28,-1.87,2.85,1578.0,11.3,0.25,1.0,-2.67,3231.0,-9.6,0.4,2.46,-9.18,5935.0,14.1,42.2,10180.0,0.0,0.0,2.0
1.7,1.4,1.4,1.6,1.6,1.1,1.0,1.4,1.8,2.2,2.2,2.2,1.6,0.9,1.7,1.9,3.9,2.1,0.4,1.2,0.9,1.4,1.2,1.1,3.9,1.6,27.6,27.1,26.6,26.4,26.1,25.7,25.6,27.2,29.3,31.4,33.4,34.8,36.1,37.7,38.3,38.7,32.9,28.8,29.2,29.4,29.5,29.3,29.1,28.0,38.7,30.3,21.5,0.58,-0.07,-3.82,1549.5,9.4,0.55,-4.74,-2.55,3196.0,-6.0,0.1,-4.42,-4.68,5905.0,32.0,46.5,10125.0,-5.0,0.58,2.0
3.1,3.4,1.7,0.7,1.8,1.3,1.4,0.8,2.1,3.1,3.4,3.5,3.8,3.7,3.7,3.2,3.4,2.3,2.0,1.4,1.8,2.5,1.6,1.6,3.8,2.4,11.6,11.1,9.8,8.2,7.7,6.8,6.1,5.8,6.9,8.9,10.9,12.6,13.5,13.8,14.9,15.4,14.7,12.8,12.0,11.5,11.0,10.4,9.9,9.6,15.4,10.7,8.5,0.17,4.87,-11.69,1518.0,-0.05,0.16,9.93,-18.54,3090.5,-11.6,0.21,23.82,-11.38,5745.0,-14.4,18.2,10195.0,-0.119949,0.0,1.0
0.9,1.1,1.0,0.8,0.8,0.9,1.6,1.8,2.3,2.6,2.0,1.4,1.1,1.8,1.0,1.3,2.1,2.1,2.2,1.0,0.5,1.0,1.0,0.7,2.6,1.4,20.7,20.3,19.8,18.8,18.1,17.8,18.8,21.3,23.9,25.2,25.7,26.3,27.1,28.0,28.4,29.0,29.3,29.3,28.6,26.7,24.5,22.8,22.1,20.9,29.3,23.9,13.2,0.52,1.28,-2.14,1561.0,7.3,0.3,5.17,-4.22,3179.0,-9.1,0.1,3.01,-5.83,5865.0,2.1,33.7,10195.0,-0.119949,0.0,2.0
0.8,0.4,0.3,1.4,2.4,2.1,2.7,2.7,4.0,4.2,4.3,4.0,3.7,4.1,4.4,4.9,4.5,4.3,3.6,2.5,2.6,2.0,1.7,2.2,4.9,2.9,20.4,20.2,20.4,20.9,21.4,22.0,22.7,23.6,24.8,26.2,27.9,28.9,29.2,29.1,29.1,28.7,27.6,26.7,25.3,24.1,23.9,23.4,22.7,22.3,29.2,24.6,20.4,0.23,1.18,3.55,1492.5,9.2,0.21,4.13,0.3,3131.0,-9.5,0.21,20.14,-4.56,5830.0,8.3,37.8,10095.0,-15.0,0.0,2.0
1.0,1.2,0.8,1.5,1.4,0.9,1.6,1.7,2.0,2.2,2.7,3.2,3.1,3.0,2.9,2.9,2.9,2.5,2.1,2.4,3.2,2.9,2.2,1.8,3.2,2.2,13.3,12.9,12.6,12.7,12.6,12.6,13.1,13.3,14.8,16.0,17.6,19.9,21.3,21.0,21.2,21.2,20.7,20.3,19.8,19.4,19.2,19.5,19.5,19.6,21.3,17.2,15.5,0.52,2.136487,1.662464,1570.5,4.1,0.73,2.71,-2.46,3186.5,-11.7,0.72,8.85,2.56,5840.0,28.35,44.4,10220.0,5.0,0.0,1.0
1.640179,1.586351,1.54558,1.526405,1.522624,1.542417,1.637896,2.047127,2.539037,2.847708,2.969768,3.016414,3.044148,3.106679,3.177738,3.231005,3.1928,2.934562,2.561343,2.285638,2.089554,1.938376,1.803805,1.708538,4.172092,2.314949,7.0,5.3,4.0,3.8,3.6,3.2,3.7,4.0,4.4,4.7,5.3,5.7,5.6,5.5,5.3,5.3,5.3,5.3,5.3,5.2,5.3,5.3,5.2,4.6,7.0,4.9,6.8,0.84,1.83,6.48,1525.5,0.9,0.56,13.53,6.02,3111.0,-17.6,0.42,21.19,9.71,5725.0,19.7,46.25,10210.0,40.0,1.27,1.0
1.5,1.7,1.5,1.3,1.8,2.1,1.8,2.4,3.7,4.2,3.0,2.8,2.4,2.2,2.4,2.3,2.5,1.7,1.8,1.6,1.2,1.0,1.3,1.4,4.2,2.1,4.8,4.9,4.7,4.0,3.9,4.1,4.1,4.2,4.9,5.3,5.9,6.4,7.1,7.6,8.2,8.8,8.6,8.2,7.1,6.4,6.4,6.5,6.6,6.6,8.8,6.1,4.3,0.09,1.05,-8.15,1553.5,2.2,0.07,10.42,-7.0,3127.5,-15.4,0.35,19.17,-1.52,5750.0,-38.5,6.9,10295.0,60.0,0.03,1.0
0.5,0.7,0.6,0.7,0.8,0.9,0.4,1.5,2.8,2.4,2.7,1.7,1.0,1.9,2.1,1.4,2.2,2.5,2.0,3.7,2.1,0.7,0.3,0.3,3.7,1.5,26.2,25.9,25.4,25.2,25.4,25.3,25.6,26.8,28.4,30.1,31.0,31.4,32.1,32.7,33.2,33.8,33.7,32.6,31.0,24.4,22.9,22.9,22.9,22.9,33.8,28.0,18.2,0.81,2.59,-3.23,1543.0,8.4,0.5,3.73,-6.32,3180.5,-6.0,0.04,5.33,-3.08,5885.0,29.15,45.15,10130.0,5.0,1.5,1.0
1.4,1.7,1.3,0.6,0.8,1.3,2.0,2.4,3.5,4.5,4.4,4.7,5.3,5.6,6.2,6.0,5.9,5.9,5.2,5.1,4.2,3.0,3.4,2.9,6.2,3.6,23.1,22.9,22.7,22.8,22.8,22.8,22.9,23.2,24.1,26.1,28.0,29.9,31.4,32.0,29.8,28.1,27.1,26.3,25.5,25.2,24.8,24.5,24.2,24.3,32.0,25.6,22.9,0.23,2.136487,1.662464,1484.5,12.2,0.16,16.12,1.32,3140.0,-7.7,0.15,25.0,-2.28,5855.0,-5.5,34.2,10065.0,0.0,0.0,2.0
0.1,0.3,0.2,0.2,0.5,0.9,0.3,1.0,2.1,2.1,1.8,2.1,2.2,2.1,2.2,2.3,2.5,1.9,1.3,1.5,1.4,1.5,1.0,0.9,2.5,1.4,15.9,15.4,14.9,14.8,14.9,15.4,14.9,16.7,19.8,22.2,24.0,25.4,26.6,27.5,28.0,28.0,27.6,26.3,24.2,22.8,21.7,21.0,20.3,19.8,28.0,21.2,15.2,0.53,1.24,-3.09,1526.0,8.8,0.28,6.04,-1.79,3158.5,-9.7,0.28,10.38,-3.29,5835.0,14.1,40.3,10155.0,-35.0,0.0,2.0
2.0,1.9,2.0,1.3,1.2,1.3,1.3,1.3,1.9,2.8,2.5,1.9,1.1,1.1,1.0,1.3,0.5,2.1,1.8,2.1,2.4,1.2,1.1,2.1,2.8,1.6,25.1,24.9,24.6,24.6,24.6,24.5,24.6,24.6,24.8,26.2,26.8,27.9,28.9,29.1,30.0,29.6,29.9,29.0,27.7,26.8,26.6,26.4,25.9,26.1,30.0,26.6,18.7,0.89,-0.49,15.46,1477.0,5.931129,0.406445,5.459634,0.994001,3145.420501,-10.51141,0.304716,9.872418,0.830116,5818.821222,10.511051,37.388335,10060.0,10.0,1.42,1.0
0.0,0.6,0.2,0.3,0.6,1.0,1.3,1.9,1.3,0.4,1.1,0.5,1.2,1.3,2.3,2.6,3.3,2.8,1.3,2.8,3.0,3.1,2.8,2.5,3.3,1.6,13.6,12.8,12.1,11.7,11.2,11.4,12.3,14.9,18.0,21.2,23.2,24.9,25.7,26.8,27.9,28.7,28.9,28.6,27.0,23.5,22.1,20.8,19.8,19.1,28.9,20.3,12.4,0.49,4.65,-2.21,1507.0,3.1,0.43,6.94,0.18,3110.0,-15.1,0.22,17.14,5.87,5745.0,16.4,43.5,10145.0,-10.0,0.0,2.0
0.7,1.0,0.2,0.4,0.1,0.2,0.2,0.7,1.2,2.1,2.3,2.2,1.8,3.4,3.8,4.2,3.9,3.5,2.5,1.5,1.2,1.1,0.9,0.9,4.2,1.7,27.7,27.2,26.8,26.3,26.0,25.9,25.9,27.9,30.7,32.9,34.4,35.1,35.7,35.6,35.4,35.0,34.3,33.0,31.0,29.4,28.6,27.6,26.9,26.3,35.7,30.2,19.8,0.44,-2.38,-3.17,1523.5,9.4,0.23,-5.26,-8.75,3162.5,-4.8,0.05,-3.85,-4.59,5885.0,7.4,36.7,10105.0,35.0,0.0,2.0
3.2,3.8,4.0,3.7,3.7,4.6,4.1,4.0,4.3,5.1,5.4,5.6,5.5,6.1,6.3,6.1,5.5,6.0,6.4,6.4,6.2,6.5,5.7,6.3,6.5,5.2,15.9,16.3,16.6,16.7,16.7,16.7,16.7,16.9,17.5,18.3,18.9,18.4,18.4,19.4,19.7,19.2,18.8,18.6,18.4,18.2,18.0,18.1,18.1,17.9,19.7,17.9,8.8,0.47,-3.03,9.11,1563.0,0.45,0.88,5.13,3.8,3148.0,-14.7,0.29,20.34,-2.79,5770.0,20.15,36.5,10235.0,-35.0,0.0,1.0
