@relation R_data_frame-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute Class {1,2}

@data
0.3,0.2,0.1,0.0,0.4,0.3,0.6,0.5,1.3,0.9,1.5,2.3,1.7,3.0,3.2,3.3,2.6,2.2,2.4,0.9,0.6,0.7,0.5,0.1,3.3,1.2,22.6,22.2,21.9,21.6,21.5,21.4,21.8,22.2,24.3,25.5,26.6,27.7,28.7,29.4,29.4,29.3,29.1,28.0,26.7,25.6,24.4,23.7,23.3,22.4,29.4,25.0,17.9,0.37,-3.27,-2.01,1544.0,10.6,0.08,-0.79,-0.8,3180.0,-7.5,0.12,4.92,0.1,5895.0,-2.2,35.8,10155.0,-15.0,0.0,2.0
1.640179,1.586351,1.54558,1.526405,1.522624,1.542417,1.637896,2.047127,2.539037,2.847708,2.969768,3.016414,3.044148,3.106679,3.177738,3.231005,3.1928,2.934562,2.561343,2.285638,2.089554,1.938376,1.803805,1.708538,4.172092,2.314949,18.649275,18.34785,18.060886,17.821319,17.611319,17.475542,17.589366,18.417822,19.778799,21.216943,22.462532,23.393553,24.025245,24.433077,24.705081,24.720153,24.397532,23.6321,22.509702,21.425661,20.615352,20.031588,19.502647,19.06226,25.578338,20.840483,13.575298,0.57732,2.136487,1.662464,1531.49426,5.931129,0.406445,5.459634,0.994001,3145.420501,-10.51141,0.304716,9.872418,0.830116,5818.821222,10.511051,37.388335,10164.198442,-0.119949,0.0,1.0
0.8,0.1,0.3,0.2,0.2,1.0,1.0,0.6,2.0,2.3,2.1,2.1,2.1,2.5,2.7,2.2,2.4,2.7,2.2,1.3,1.6,1.4,2.7,3.9,3.9,1.7,18.649275,18.34785,18.060886,17.821319,17.611319,17.475542,17.589366,18.417822,17.1,21.4,25.6,27.8,29.9,30.4,31.1,31.7,31.0,30.0,28.4,26.4,25.3,24.4,23.9,23.3,31.7,26.7,16.2,0.56,-1.55,1.54,1507.0,4.7,0.39,3.66,-8.76,3123.5,-12.1,0.37,14.29,-7.53,5790.0,23.5,47.6,10105.0,0.0,0.0,2.0
0.4,0.0,0.2,0.3,0.3,0.4,0.7,1.7,2.3,3.8,2.9,2.4,2.4,2.1,1.9,1.8,1.7,2.1,2.4,1.3,1.3,0.9,1.4,1.9,3.8,1.5,25.9,25.8,25.8,25.9,25.7,25.6,25.7,26.2,25.8,24.3,23.8,25.1,26.3,26.7,27.2,27.2,27.4,27.9,27.9,26.8,25.9,25.5,25.3,25.6,27.9,26.1,17.7,0.8,3.41,3.15,1554.0,8.8,0.83,2.33,0.18,3190.5,-6.4,0.92,-2.22,-0.45,5905.0,35.6,44.75,10150.0,25.0,0.25,1.0
0.5,0.1,0.1,0.1,0.1,0.2,0.3,0.8,1.2,1.3,2.2,2.8,3.4,3.0,3.4,2.5,2.6,2.0,1.0,1.8,1.6,1.8,1.7,1.3,3.4,1.5,11.7,11.2,10.6,10.3,9.9,9.8,10.8,15.6,20.3,22.3,23.2,24.1,24.8,25.2,25.7,26.3,26.1,26.0,24.7,21.5,19.4,18.7,18.1,17.2,26.3,18.9,6.3,0.43,3.18,-6.76,1535.0,-4.1,0.14,11.12,-11.93,3090.5,-18.0,0.14,16.78,-17.99,5680.0,-2.4,37.6,10195.0,-10.0,0.0,2.0
0.9,0.6,0.7,1.1,1.1,0.3,0.8,2.1,2.0,1.9,1.0,1.8,2.2,2.4,2.3,1.7,1.9,3.6,3.6,3.0,2.6,2.0,1.4,1.3,3.6,1.8,22.9,22.6,22.2,21.6,21.8,21.2,22.2,24.3,25.8,27.2,28.3,29.6,30.3,30.6,31.2,31.4,31.0,29.6,28.6,27.0,26.0,25.2,24.4,23.6,31.4,26.2,15.9,0.57,1.67,-2.9,1528.5,5.3,0.33,3.79,-5.04,3145.5,-9.6,0.08,12.56,-1.79,5825.0,10.4,42.5,10135.0,-10.0,0.0,2.0
0.4,0.8,0.6,0.4,0.6,0.5,0.2,0.6,1.5,1.2,1.3,1.0,2.0,1.5,1.3,2.1,2.6,2.6,2.7,2.3,1.9,1.7,1.8,1.1,2.7,1.4,26.2,25.3,25.0,24.3,23.9,24.1,24.8,26.7,27.8,29.4,30.6,32.1,33.4,33.9,34.6,35.2,34.9,34.4,33.4,31.3,29.8,28.7,27.9,27.2,35.2,29.4,18.7,0.54,-1.86,-0.54,1555.0,9.3,0.3,1.47,-0.9,3190.5,-6.5,0.14,-1.57,-2.67,5905.0,18.4,40.9,10145.0,-5.0,0.0,2.0
3.1,3.5,3.3,3.7,3.2,3.7,3.4,3.6,4.3,4.4,4.6,5.8,5.0,5.6,5.6,5.1,5.3,4.5,3.6,3.3,3.5,3.4,3.3,2.8,5.8,4.1,18.8,17.9,18.1,18.6,18.7,18.7,18.5,18.5,19.3,20.3,21.3,22.3,22.8,22.8,22.1,22.1,22.2,21.6,20.6,20.3,20.2,20.1,20.0,19.9,22.8,20.2,12.7,0.3,1.73,8.07,1531.5,6.2,0.02,2.46,7.81,3146.5,-15.6,0.56,7.96,5.34,5795.0,-32.0,28.1,10185.0,0.0,0.0,1.0
3.2,1.4,2.8,4.2,3.5,4.0,2.7,2.0,2.1,3.0,4.6,4.3,5.1,4.6,4.2,3.7,3.5,2.5,2.0,1.0,0.1,0.1,0.2,0.3,5.1,2.7,22.4,21.8,19.9,16.7,16.0,16.1,16.0,15.7,16.5,18.1,19.1,20.7,21.7,22.6,23.1,23.4,23.3,22.8,21.4,18.7,16.3,14.1,12.3,11.4,23.4,18.8,15.4,0.77,6.82,20.52,1455.5,6.0,0.49,9.89,15.61,3076.0,-10.2,0.12,19.72,18.04,5760.0,25.3,46.9,10065.0,-50.0,0.18,1.0
1.5,1.7,1.5,1.6,1.7,1.5,2.0,1.4,1.8,2.3,2.4,3.6,2.8,2.7,3.1,3.2,4.5,3.8,3.4,3.5,2.9,2.3,2.4,2.2,4.5,2.5,13.8,14.1,14.4,14.4,14.3,14.6,15.1,15.6,16.4,18.0,19.6,20.2,19.7,21.3,22.7,23.8,24.6,23.6,23.0,22.7,22.3,22.6,22.5,21.9,24.6,19.2,12.7,0.72,4.5,5.6,1539.0,5.4,0.47,9.86,7.55,3152.5,-13.2,0.4,18.77,9.08,5805.0,22.8,46.0,10185.0,30.0,0.0,1.0
1.640179,1.586351,1.54558,1.526405,1.522624,1.542417,1.637896,2.047127,2.539037,2.847708,2.969768,3.016414,3.044148,3.106679,3.177738,3.231005,3.1928,2.934562,2.561343,2.285638,2.089554,1.938376,1.803805,1.708538,4.172092,2.314949,15.0,14.7,14.3,13.9,13.6,13.5,13.5,15.9,19.6,22.0,23.6,24.6,25.2,25.5,26.1,26.3,26.2,24.9,22.3,19.5,17.9,17.2,16.8,16.1,26.3,19.5,11.7,0.62,0.95,-2.68,1552.5,8.2,0.2,9.06,2.26,3171.0,-7.8,0.03,7.09,-2.35,5870.0,2.85,31.65,10200.0,35.0,0.0,1.0
0.3,0.4,0.7,1.7,1.7,1.7,1.6,2.2,2.6,3.6,3.2,3.0,2.9,3.2,2.9,3.6,3.5,3.1,1.9,1.3,1.6,1.3,0.9,0.1,3.6,2.0,15.4,15.6,15.7,15.8,15.2,14.6,14.2,15.3,18.3,20.9,22.6,24.0,24.8,25.6,26.2,25.7,24.7,22.8,20.8,19.2,19.1,19.2,18.8,17.4,26.2,19.7,13.0,0.28,-4.49,-2.2,1590.0,4.1,0.44,3.08,-3.82,3197.5,-7.4,0.02,6.88,-3.98,5895.0,3.4,21.3,10250.0,-5.0,0.0,1.0
1.640179,1.586351,1.54558,1.526405,1.522624,1.542417,1.637896,2.047127,2.539037,2.847708,2.969768,3.016414,3.044148,3.106679,3.177738,3.231005,3.1928,2.934562,2.561343,2.285638,2.089554,1.938376,1.803805,1.708538,4.172092,2.314949,4.1,4.1,3.9,2.8,2.4,1.9,2.3,2.6,4.6,7.8,9.8,11.6,12.8,13.9,14.8,15.4,15.7,14.8,12.7,10.6,10.3,10.0,9.7,8.8,15.7,8.6,2.5,0.36,8.1,-14.03,1503.0,-1.6,0.18,15.27,-13.28,3063.0,-17.6,0.1,28.74,-14.36,5675.0,-10.4,27.7,10220.0,90.0,0.0,1.0
1.9,2.6,2.5,2.2,2.2,2.5,1.9,2.0,2.5,2.9,4.1,4.3,4.5,4.3,5.1,5.0,4.2,4.4,4.9,4.6,3.8,3.9,3.2,3.5,5.1,3.5,19.3,19.4,19.6,19.5,19.5,19.5,19.5,19.8,20.2,20.9,22.4,24.3,25.4,25.4,24.8,24.1,23.8,22.6,21.8,21.4,21.2,21.1,20.7,20.7,25.4,21.5,10.3,0.63,3.94,6.25,1535.0,6.0,0.12,8.29,-1.44,3140.0,-14.4,0.29,13.82,-3.54,5790.0,1.8,42.2,10180.0,-50.0,0.0,1.0
1.640179,1.586351,1.54558,1.526405,1.522624,1.542417,1.637896,2.047127,2.539037,2.847708,2.969768,3.016414,3.044148,3.106679,3.177738,3.231005,3.1928,2.934562,2.561343,2.285638,2.089554,1.938376,1.803805,1.708538,4.172092,2.314949,18.649275,18.34785,18.060886,17.821319,17.611319,17.475542,17.589366,18.417822,19.778799,21.216943,22.462532,23.393553,24.025245,24.433077,24.705081,24.720153,24.397532,23.6321,22.509702,21.425661,20.615352,20.031588,19.502647,19.06226,25.578338,20.840483,17.6,0.81,-0.11,2.29,1508.0,8.8,0.79,0.47,6.66,3147.0,-5.1,0.02,2.83,0.98,5865.0,33.4,42.05,10100.0,25.0,0.0,1.0
0.1,0.1,0.1,0.4,0.1,0.1,0.0,0.5,1.3,0.4,1.5,1.9,1.5,1.4,0.9,1.5,2.5,1.7,1.9,1.9,1.6,1.4,1.1,0.9,2.5,1.0,19.1,18.2,17.7,17.2,16.6,16.1,15.9,17.4,20.8,23.9,26.7,28.7,30.0,30.8,31.6,31.7,30.4,28.3,26.4,25.3,24.3,23.1,21.8,20.7,31.7,23.4,18.6,0.29,1.13,-4.95,1518.5,9.5,0.24,-0.17,-6.6,3158.0,-8.4,0.14,-1.71,-7.76,5865.0,8.6,35.5,10120.0,-45.0,0.0,2.0
0.8,0.3,0.2,0.4,0.3,1.4,0.9,1.5,1.9,2.6,2.5,2.7,2.8,2.9,3.3,3.1,3.1,3.0,2.2,3.6,3.0,3.3,2.3,2.3,3.6,2.1,16.2,15.8,14.4,13.7,14.0,15.2,17.3,20.3,23.1,25.3,26.8,27.9,29.1,29.7,30.3,30.6,30.8,30.3,29.3,27.4,25.4,23.7,22.3,21.5,30.8,23.3,12.8,0.45,0.61,-6.92,1521.0,4.7,0.17,9.53,-7.04,3129.0,-11.3,0.11,17.58,-2.33,5795.0,3.4,35.7,10150.0,25.0,0.0,2.0
0.1,0.1,0.2,0.6,0.9,1.9,2.1,2.5,3.0,3.7,4.9,5.3,4.7,4.2,4.5,4.6,4.6,4.5,3.8,2.5,1.4,1.4,1.4,0.8,5.3,2.7,14.8,14.5,14.3,14.1,14.1,14.4,15.6,17.9,20.7,23.2,24.6,25.1,25.3,25.4,25.6,25.3,24.9,24.1,23.1,21.7,20.7,19.8,19.3,18.4,25.6,20.3,12.0,0.44,-4.01,-2.81,1563.0,5.8,0.32,3.63,-2.8,3166.5,-13.0,0.07,6.96,-3.89,5825.0,10.5,38.0,10215.0,10.0,0.0,2.0
1.4,1.1,1.4,0.8,1.7,2.3,2.4,2.7,2.9,3.4,4.2,4.1,4.2,4.2,4.4,4.6,4.8,4.6,4.0,3.0,2.3,1.7,1.7,0.9,4.8,2.9,20.7,19.8,19.4,18.6,17.7,18.2,18.3,20.0,21.8,24.8,26.7,27.8,28.4,29.2,29.2,29.2,27.9,26.7,25.3,24.7,23.8,22.7,22.2,21.6,29.2,23.5,14.6,0.78,0.26,-0.77,1577.5,9.8,0.07,10.61,2.57,3205.5,-9.7,0.58,21.44,3.76,5905.0,2.05,44.75,10200.0,70.0,0.0,2.0
0.5,0.5,0.8,0.6,0.8,0.8,1.0,1.5,1.8,1.8,1.5,1.8,2.2,2.6,2.1,2.4,2.5,1.8,1.5,2.1,0.7,0.4,0.8,0.9,2.6,1.4,22.6,22.5,22.4,22.3,22.4,22.3,22.7,23.8,25.4,27.6,28.9,30.1,30.4,30.1,30.9,30.0,30.1,29.6,29.2,28.1,25.4,24.7,24.3,23.8,30.9,26.2,16.8,0.76,-3.78,-0.45,1583.5,6.3,0.86,-3.95,-0.35,3210.0,-8.4,0.91,-4.09,2.42,5895.0,35.5,46.05,10190.0,30.0,0.0,1.0
0.8,0.4,0.2,0.4,0.6,0.6,1.2,0.9,1.1,1.8,2.0,2.6,2.7,2.5,2.3,2.1,4.2,3.6,3.1,3.2,3.1,2.7,2.6,2.2,4.2,2.0,24.7,23.7,22.7,22.7,22.5,22.3,23.1,24.8,27.4,29.1,30.4,31.3,32.2,32.9,33.4,33.5,32.0,31.7,30.9,29.3,28.1,27.3,26.8,26.6,33.5,27.9,17.1,0.8,0.01,1.36,1533.5,8.9,0.41,7.36,-2.52,3170.0,-9.3,0.16,11.51,-3.38,5855.0,27.05,49.35,10125.0,35.0,0.0,2.0
0.0,0.1,0.3,0.1,0.2,0.4,0.0,0.8,1.1,1.7,2.6,2.8,2.7,3.2,3.4,2.9,1.9,1.8,1.4,0.8,1.2,1.7,0.8,0.5,3.4,1.4,16.4,16.3,15.9,15.5,15.4,15.3,15.4,17.0,20.0,22.7,24.6,25.7,26.6,26.5,25.7,25.2,25.0,24.2,23.1,22.2,21.5,21.6,21.4,20.9,26.6,21.0,11.9,0.43,2.5,-3.73,1548.0,4.0,0.52,8.78,-3.6,3152.0,-10.7,0.3,12.7,-4.08,5810.0,13.0,32.2,10180.0,-20.0,0.0,2.0
1.1,1.0,0.9,1.4,1.2,1.1,1.8,2.9,3.2,3.0,2.9,2.7,2.1,2.2,1.8,2.4,2.0,1.7,0.9,0.2,0.5,1.4,2.1,1.3,3.2,1.7,22.6,21.9,21.4,21.6,21.0,20.4,20.2,21.1,22.8,24.6,25.6,27.0,27.7,28.6,28.9,29.3,28.9,28.7,27.7,25.8,24.6,24.5,24.0,22.8,29.3,24.7,12.8,0.51,-1.53,-11.1,1560.5,6.5,0.38,2.01,-11.37,3170.0,-7.4,0.1,11.95,-6.59,5865.0,6.5,30.4,10195.0,35.0,0.0,1.0
1.640179,1.586351,1.54558,1.526405,1.522624,1.542417,1.637896,2.047127,2.539037,2.847708,2.969768,3.016414,3.044148,3.106679,3.177738,3.231005,3.1928,2.934562,2.561343,2.285638,2.089554,1.938376,1.803805,1.708538,4.172092,2.314949,18.9,18.8,18.2,17.6,17.4,17.3,17.2,18.3,21.1,23.8,25.9,27.2,27.4,27.7,27.8,27.7,27.2,25.4,23.5,22.3,21.7,21.2,20.3,20.1,27.8,22.2,16.8,0.04,0.83,-1.0,1535.5,5.5,0.19,6.01,-3.54,3158.0,-10.1,0.06,2.84,-2.6,5835.0,-16.8,14.8,10160.0,-35.0,0.0,2.0
2.1,1.8,1.1,1.5,1.4,1.7,1.5,1.9,1.9,2.9,3.2,3.6,3.9,3.3,3.3,4.5,4.3,2.9,3.4,3.8,1.8,0.1,1.6,1.3,4.5,2.4,17.9,17.7,17.4,17.4,17.9,18.4,18.2,17.9,18.2,19.1,20.2,21.7,21.8,21.8,21.6,22.9,22.3,21.2,20.4,19.8,18.8,19.0,18.9,18.7,22.9,19.6,10.1,0.66,5.82,9.09,1477.0,1.8,0.51,9.46,6.16,3072.0,-13.2,0.02,16.86,8.83,5710.0,7.6,39.4,10130.0,-45.0,0.66,1.0
0.8,0.7,0.8,1.8,1.4,0.8,0.6,0.6,0.4,0.9,1.6,2.5,2.9,3.1,3.1,3.8,3.8,3.0,2.3,2.2,1.7,1.8,1.1,0.9,3.8,1.8,18.649275,18.34785,18.060886,17.821319,17.611319,17.475542,17.589366,18.417822,23.9,27.1,29.2,30.3,31.1,31.3,31.7,31.3,31.1,29.6,27.4,25.3,23.9,22.8,19.502647,19.06226,31.7,28.3,15.5,0.52,0.71,-3.26,1506.0,5.0,0.32,6.17,-4.21,3120.5,-11.4,0.1,8.95,-0.63,5790.0,16.4,43.3,10105.0,15.0,0.0,2.0
0.2,0.6,0.1,0.3,0.1,0.4,0.3,0.5,0.9,1.0,0.7,0.4,0.7,1.1,0.5,1.0,1.0,0.2,0.7,1.2,0.4,0.8,0.3,0.1,1.2,0.6,15.7,15.4,15.4,14.8,14.1,14.1,14.3,15.0,17.5,19.9,21.7,22.4,22.9,23.6,24.1,23.9,23.5,22.8,21.4,21.2,19.2,18.9,17.3,16.3,24.1,19.0,10.5,0.71,0.44,-5.36,1574.0,0.45,0.72,7.46,-6.81,3161.5,-14.3,0.07,9.48,-8.08,5785.0,25.95,44.35,10225.0,-30.0,0.0,2.0
0.0,0.3,0.2,0.4,0.6,0.7,0.6,1.2,0.8,3.2,3.0,2.6,2.1,2.9,4.1,4.5,4.0,3.7,3.0,2.4,2.0,1.6,1.4,1.2,4.5,1.9,21.3,20.7,20.3,19.9,19.7,19.4,18.7,20.5,23.8,26.2,27.7,28.9,29.8,30.1,29.9,29.1,28.2,26.6,25.1,24.3,23.7,22.8,22.2,21.4,30.1,24.2,16.0,0.39,-1.66,2.63,1537.5,8.2,0.07,-7.18,5.3,3161.5,-7.4,0.02,-2.61,0.42,5860.0,-8.1,30.8,10145.0,-20.0,0.0,2.0
0.2,0.7,1.0,0.6,0.2,0.8,1.0,1.0,2.4,3.0,2.9,3.6,3.3,3.4,3.5,3.9,3.2,2.6,2.6,2.3,2.1,2.0,1.2,0.3,3.9,2.0,25.1,25.3,25.4,25.2,24.8,24.7,24.9,26.4,28.4,29.7,30.3,31.3,31.6,31.1,32.1,32.3,31.5,30.4,29.3,28.1,27.3,26.8,26.1,25.7,32.3,28.1,18.3,0.75,-1.5,3.86,1556.0,8.7,0.71,-0.09,4.9,3192.0,-7.0,0.28,1.86,6.93,5895.0,34.1,46.05,10150.0,10.0,0.372026,1.0
1.8,0.3,0.1,0.1,0.1,0.2,0.2,0.7,0.9,2.0,3.0,3.0,2.8,3.0,2.7,3.1,2.8,2.6,2.4,2.0,1.8,1.1,0.8,0.2,3.1,1.6,15.1,13.3,11.9,11.3,10.8,10.5,11.3,15.6,19.4,21.8,22.9,23.7,23.9,23.8,24.1,24.2,23.9,23.2,21.5,19.4,17.9,16.9,15.8,14.9,24.2,18.2,7.0,0.53,-2.29,-5.44,1520.5,0.05,0.16,5.23,-5.64,3096.0,-13.1,0.31,20.36,2.61,5740.0,-3.5,30.6,10180.0,35.0,0.0,2.0
